scientificName,Birdtree_tiplabel
Myiarchus panamensis,Myiarchus_panamensis
Myiarchus phaeocephalus,Myiarchus_phaeocephalus
Myiarchus semirufus,Myiarchus_semirufus
Myiarchus swainsoni,Myiarchus_swainsoni
Myiarchus tuberculifer,Myiarchus_tuberculifer
Myiarchus tyrannulus,Myiarchus_tyrannulus
Myiarchus venezuelensis,Myiarchus_venezuelensis
Myiobius atricaudus,Myiobius_atricaudus
Myiobius barbatus,Myiobius_barbatus
Myiobius villosus,Myiobius_villosus
Myioborus albifacies,Myioborus_albifacies
Myioborus albifrons,Myioborus_albifrons
Myioborus brunniceps,Myioborus_brunniceps
Myioborus cardonai,Myioborus_cardonai
Myioborus castaneocapilla,Myioborus_castaneocapilla
Myioborus flavivertex,Myioborus_flavivertex
Myioborus melanocephalus,Myioborus_melanocephalus
Myioborus miniatus,Myioborus_miniatus
Myioborus ornatus,Myioborus_ornatus
Myioborus pariae,Myioborus_pariae
Myiodynastes bairdii,Myiodynastes_bairdii
Myiodynastes chrysocephalus,Myiodynastes_chrysocephalus
Myiodynastes luteiventris,Myiodynastes_luteiventris
Myiodynastes maculatus,Myiodynastes_maculatus
Myiopagis caniceps,Myiopagis_caniceps
Myiopagis flavivertex,Myiopagis_flavivertex
Myiopagis gaimardii,Myiopagis_gaimardii
Myiopagis olallai,Myiopagis_olallai
Myiopagis subplacens,Myiopagis_subplacens
Myiopagis viridicata,Myiopagis_viridicata
Myiophobus cryptoxanthus,Myiophobus_cryptoxanthus
Myiophobus fasciatus,Myiophobus_fasciatus
Myiophobus flavicans,Myiophobus_flavicans
Myiophobus inornatus,Myiophobus_inornatus
Nephelomyias lintoni,Myiophobus_lintoni
Nephelomyias ochraceiventris,Myiophobus_ochraceiventris
Myiophobus phoenicomitra,Myiophobus_phoenicomitra
Nephelomyias pulcher,Myiophobus_pulcher
Myiophobus roraimae,Myiophobus_roraimae
Myiopsitta monachus,Myiopsitta_monachus
Myiornis albiventris,Myiornis_albiventris
Myiornis atricapillus,Myiornis_atricapillus
Myiornis auricularis,Myiornis_auricularis
Myiornis ecaudatus,Myiornis_ecaudatus
Myiotheretes fumigatus,Myiotheretes_fumigatus
Myiotheretes fuscorufus,Myiotheretes_fuscorufus
Myiotheretes pernix,Myiotheretes_pernix
Myiotheretes striaticollis,Myiotheretes_striaticollis
Myiothlypis bivittata,Basileuterus_bivittatus
Myiothlypis chrysogaster,Basileuterus_chrysogaster
Myiothlypis cinereicollis,Basileuterus_cinereicollis
Myiothlypis conspicillata,Basileuterus_conspicillatus
Myiothlypis coronata,Basileuterus_coronatus
Myiothlypis flaveola,Basileuterus_flaveolus
Myiothlypis fraseri,Basileuterus_fraseri
Myiothlypis fulvicauda,Phaeothlypis_fulvicauda
Basileuterus griseiceps,Basileuterus_griseiceps
Myiothlypis leucoblephara,Basileuterus_leucoblepharus
Myiothlypis leucophrys,Basileuterus_leucophrys
Myiothlypis luteoviridis,Basileuterus_luteoviridis
Myiothlypis nigrocristata,Basileuterus_nigrocristatus
Myiothlypis rivularis,Phaeothlypis_rivularis
Myiothlypis signata,Basileuterus_signatus
Myiotriccus ornatus,Myiotriccus_ornatus
Myiozetetes cayanensis,Myiozetetes_cayanensis
Myiozetetes granadensis,Myiozetetes_granadensis
Myiozetetes luteiventris,Myiozetetes_luteiventris
Myiozetetes similis,Myiozetetes_similis
Myornis senilis,Myornis_senilis
Myrmophylax atrothorax,Myrmeciza_atrothorax
Sipia berlepschi,Myrmeciza_berlepschi
Sciaphylax castanea,Myrmeciza_castanea
Aprositornis disjuncta,Myrmeciza_disjuncta
Myrmoderus ferrugineus,Myrmeciza_ferruginea
Hafferia fortis,Myrmeciza_fortis
Akletos goeldii,Myrmeciza_goeldii
Ampelornis griseiceps,Myrmeciza_griseiceps
Sciaphylax hemimelaena,Myrmeciza_hemimelaena
Myrmelastes hyperythrus,Myrmeciza_hyperythra
Hafferia immaculata,Myrmeciza_immaculata
Myrmeciza longipes,Myrmeciza_longipes
Myrmoderus loricatus,Myrmeciza_loricata
Akletos melanoceps,Myrmeciza_melanoceps
Sipia nigricauda,Myrmeciza_nigricauda
Sipia palliata,Myrmeciza_laemosticta
Ammonastes pelzelni,Myrmeciza_pelzelni
Myrmoderus squamosus,Myrmeciza_squamosa
Hafferia zeledoni,Myrmeciza_immaculata
Myrmia micrura,Myrmia_micrura
Myrmoborus leucophrys,Myrmoborus_leucophrys
Myrmoborus lugubris,Myrmoborus_lugubris
Myrmoborus melanurus,Myrmoborus_melanurus
Myrmoborus myotherinus,Myrmoborus_myotherinus
Myrmochanes hemileucus,Myrmochanes_hemileucus
Myrmoderus eowilsoni,#N/A
Myrmoderus ruficauda,Myrmeciza_ruficauda
Myrmorchilus strigilatus,Myrmorchilus_strigilatus
Myrmornis torquata,Myrmornis_torquata
Myrmothera campanisona,Myrmothera_campanisona
Myrmothera simplex,Myrmothera_simplex
Myrmothera subcanescens,Myrmothera_campanisona
Myrmotherula ambigua,Myrmotherula_ambigua
Myrmotherula assimilis,Myrmotherula_assimilis
Myrmotherula axillaris,Myrmotherula_axillaris
Myrmotherula behni,Myrmotherula_behni
Myrmotherula brachyura,Myrmotherula_brachyura
Myrmotherula cherriei,Myrmotherula_cherriei
Myrmotherula fluminensis,Myrmotherula_fluminensis
Myrmotherula grisea,Myrmotherula_grisea
Myrmotherula ignota,Myrmotherula_ignota
Myrmotherula iheringi,Myrmotherula_iheringi
Myrmotherula klagesi,Myrmotherula_klagesi
Myrmotherula longicauda,Myrmotherula_longicauda
Myrmotherula longipennis,Myrmotherula_longipennis
Myrmotherula menetriesii,Myrmotherula_menetriesii
Myrmotherula minor,Myrmotherula_minor
Myrmotherula multostriata,Myrmotherula_multostriata
Myrmotherula pacifica,Myrmotherula_pacifica
Myrmotherula schisticolor,Myrmotherula_schisticolor
Myrmotherula sclateri,Myrmotherula_sclateri
Myrmotherula snowi,Myrmotherula_snowi
Myrmotherula sunensis,Myrmotherula_sunensis
Myrmotherula surinamensis,Myrmotherula_surinamensis
Myrmotherula unicolor,Myrmotherula_unicolor
Myrmotherula urosticta,Myrmotherula_urosticta
Myrtis fanny,Myrtis_fanny
Aratinga nenday,Nandayus_nenday
Nannopsittaca dachilleae,Nannopsittaca_dachilleae
Nannopsittaca panychlora,Nannopsittaca_panychlora
Nasica longirostris,Nasica_longirostris
Nemosia pileata,Nemosia_pileata
Nemosia rourei,Nemosia_rourei
Atticora tibialis,Neochelidon_tibialis
Mustelirallus erythrops,Neocrex_erythrops
Neoctantes niger,Neoctantes_niger
Neomorphus geoffroyi,Neomorphus_geoffroyi
Neomorphus pucheranii,Neomorphus_pucheranii
Neomorphus radiolosus,Neomorphus_radiolosus
Neomorphus rufipennis,Neomorphus_rufipennis
Neomorphus squamiger,Neomorphus_squamiger
Neopelma aurifrons,Neopelma_aurifrons
Neopelma chrysocephalum,Neopelma_chrysocephalum
Neopelma chrysolophum,Neopelma_chrysolophum
Neopelma pallescens,Neopelma_pallescens
Neopelma sulphureiventer,Neopelma_sulphureiventer
Neopipo cinnamomea,Neopipo_cinnamomea
Neothraupis fasciata,Neothraupis_fasciata
Neoxolmis rufiventris,Neoxolmis_rufiventris
Nephelornis oneilli,Nephelornis_oneilli
Netta erythrophthalma,Netta_erythrophthalma
Netta peposaca,Netta_peposaca
Nomonyx dominicus,Nomonyx_dominicus
Nonnula amaurocephala,Nonnula_amaurocephala
Nonnula brunnea,Nonnula_brunnea
Nonnula frontalis,Nonnula_frontalis
Nonnula rubecula,Nonnula_rubecula
Nonnula ruficapilla,Nonnula_ruficapilla
Nonnula sclateri,Nonnula_sclateri
Notharchus hyperrhynchus,Notharchus_hyperrhynchus
Notharchus macrorhynchos,Notharchus_macrorhynchos
Notharchus ordii,Notharchus_ordii
Notharchus pectoralis,Notharchus_pectoralis
Notharchus swainsoni,Notharchus_swainsoni
Notharchus tectus,Notharchus_tectus
Nothocercus bonapartei,Nothocercus_bonapartei
Nothocercus julius,Nothocercus_julius
Nothocercus nigrocapillus,Nothocercus_nigrocapillus
Nothocrax urumutum,Nothocrax_urumutum
Nothoprocta cinerascens,Nothoprocta_cinerascens
Nothoprocta curvirostris,Nothoprocta_curvirostris
Nothoprocta ornata,Nothoprocta_ornata
Nothoprocta pentlandii,Nothoprocta_pentlandii
Nothoprocta perdicaria,Nothoprocta_perdicaria
Nothoprocta taczanowskii,Nothoprocta_taczanowskii
Nothura boraquira,Nothura_boraquira
Nothura darwinii,Nothura_darwinii
Nothura maculosa,Nothura_chacoensis
Nothura maculosa,Nothura_maculosa
Nothura minor,Nothura_minor
Pygochelidon cyanoleuca,Pygochelidon_cyanoleuca
Orochelidon flavipes,Notiochelidon_flavipes
Orochelidon murina,Notiochelidon_murina
Numenius americanus,Numenius_americanus
Numenius arquata,Numenius_arquata
Numenius borealis,Numenius_borealis
Numenius phaeopus,Numenius_phaeopus
Nyctanassa violacea,Nyctanassa_violacea
Nyctibius aethereus,Nyctibius_aethereus
Nyctibius grandis,Nyctibius_grandis
Nyctibius griseus,Nyctibius_griseus
Nyctibius leucopterus,Nyctibius_leucopterus
Nyctibius maculosus,Nyctibius_maculosus
Nycticorax nycticorax,Nycticorax_nycticorax
Nycticryphes semicollaris,Rostratula_semicollaris
Nyctidromus albicollis,Nyctidromus_albicollis
Nyctidromus anthonyi,Caprimulgus_anthonyi
Nyctiphrynus ocellatus,Nyctiphrynus_ocellatus
Nyctiphrynus rosenbergi,Nyctiphrynus_rosenbergi
Nyctipolus hirundinaceus,Caprimulgus_hirundinaceus
Nyctipolus nigrescens,Caprimulgus_nigrescens
Nyctiprogne leucopyga,Nyctiprogne_leucopyga
Nyctiprogne vielliardi,Nyctiprogne_vielliardi
Nystalus chacuru,Nystalus_chacuru
Nystalus maculatus,Nystalus_maculatus
Nystalus obamai,Nystalus_striolatus
Nystalus radiatus,Nystalus_radiatus
Nystalus striolatus,Nystalus_striolatus
Oceanites gracilis,Oceanites_gracilis
Oceanites oceanicus,Oceanites_oceanicus
Oceanites pincoyae,#N/A
Hydrobates castro,Oceanodroma_castro
Hydrobates leucorhous,Oceanodroma_leucorhoa
Hydrobates markhami,Oceanodroma_markhami
Hydrobates microsoma,Halocyptena_microsoma
Hydrobates tethys,Oceanodroma_tethys
Ochetorhynchus melanurus,Ochetorhynchus_melanura
Ochthoeca cinnamomeiventris,Ochthoeca_cinnamomeiventris
Ochthoeca diadema,Ochthoeca_diadema
Ochthoeca frontalis,Ochthoeca_frontalis
Ochthoeca fumicolor,Ochthoeca_fumicolor
Ochthoeca jelskii,Ochthoeca_jelskii
Ochthoeca leucophrys,Ochthoeca_leucophrys
Ochthoeca oenanthoides,Ochthoeca_oenanthoides
Ochthoeca piurae,Ochthoeca_piurae
Ochthoeca pulchella,Ochthoeca_pulchella
Ochthoeca rufipectoralis,Ochthoeca_rufipectoralis
Ochthornis littoralis,Ochthornis_littoralis
Ocreatus underwoodii,Ocreatus_underwoodii
Cacicus latirostris,Ocyalus_latirostris
Odontophorus atrifrons,Odontophorus_atrifrons
Odontophorus balliviani,Odontophorus_balliviani
Odontophorus capueira,Odontophorus_capueira
Odontophorus columbianus,Odontophorus_columbianus
Odontophorus dialeucos,Odontophorus_dialeucos
Odontophorus erythrops,Odontophorus_erythrops
Odontophorus gujanensis,Odontophorus_gujanensis
Odontophorus hyperythrus,Odontophorus_hyperythrus
Odontophorus melanonotus,Odontophorus_melanonotus
Odontophorus speciosus,Odontophorus_speciosus
Odontophorus stellatus,Odontophorus_stellatus
Odontophorus strophium,Odontophorus_strophium
Odontorchilus branickii,Odontorchilus_branickii
Odontorchilus cinereus,Odontorchilus_cinereus
Oenanthe oenanthe,Oenanthe_oenanthe
Ognorhynchus icterotis,Ognorhynchus_icterotis
Oncostoma cinereigulare,Oncostoma_cinereigulare
Oncostoma olivaceum,Oncostoma_olivaceum
Onychoprion anaethetus,Sterna_anaethetus
Onychoprion fuscatus,Sterna_fuscata
Onychorhynchus coronatus,Onychorhynchus_coronatus
Opisthocomus hoazin,Opisthocomus_hoazin
Opisthoprora euryptera,Opisthoprora_euryptera
Oporornis agilis,Oporornis_agilis
Orchesticus abeillei,Orchesticus_abeillei
Oreonympha nobilis,Oreonympha_nobilis
Oreopholus ruficollis,Oreopholus_ruficollis
Asthenes moreirae,Oreophylax_moreirae
Oreothraupis arremonops,Oreothraupis_arremonops
Oreotrochilus adela,Oreotrochilus_adela
Oreotrochilus chimborazo,Oreotrochilus_chimborazo
Oreotrochilus cyanolaemus,#N/A
Oreotrochilus estella,Oreotrochilus_estella
Oreotrochilus leucopleurus,Oreotrochilus_leucopleurus
Oreotrochilus melanogaster,Oreotrochilus_melanogaster
Oreotrochilus stolzmanni,Oreotrochilus_estella
Oressochen jubatus,Neochen_jubata
Ornithion brunneicapillus,Ornithion_brunneicapillus
Ornithion inerme,Ornithion_inerme
Ortalis canicollis,Ortalis_canicollis
Ortalis cinereiceps,Ortalis_cinereiceps
Ortalis erythroptera,Ortalis_erythroptera
Ortalis garrula,Ortalis_garrula
Ortalis araucuan,Ortalis_guttata
Ortalis columbiana,Ortalis_guttata
Ortalis guttata,Ortalis_guttata
Ortalis squamata,Ortalis_guttata
Ortalis motmot,Ortalis_motmot
Ortalis ruficeps,Ortalis_motmot
Ortalis ruficauda,Ortalis_ruficauda
Ortalis superciliaris,Ortalis_superciliaris
Orthogonys chloricterus,Orthogonys_chloricterus
Orthopsittaca manilatus,Orthopsittaca_manilata
Sporophila angolensis,Oryzoborus_angolensis
Sporophila crassirostris,Oryzoborus_crassirostris
Oxypogon cyanolaemus,Oxypogon_guerinii
Oxypogon guerinii,Oxypogon_guerinii
Oxypogon lindenii,Oxypogon_guerinii
Oxypogon stuebelii,Oxypogon_guerinii
Oxyruncus cristatus,Oxyruncus_cristatus
Oxyura jamaicensis,Oxyura_jamaicensis
Oxyura vittata,Oxyura_vittata
Pachyptila belcheri,Pachyptila_belcheri
Pachyptila desolata,Pachyptila_desolata
Pachyptila turtur,Pachyptila_turtur
Pachyptila vittata,Pachyptila_vittata
Pachyramphus albogriseus,Pachyramphus_albogriseus
Pachyramphus castaneus,Pachyramphus_castaneus
Pachyramphus cinnamomeus,Pachyramphus_cinnamomeus
Pachyramphus homochrous,Pachyramphus_homochrous
Pachyramphus marginatus,Pachyramphus_marginatus
Pachyramphus minor,Pachyramphus_minor
Pachyramphus polychopterus,Pachyramphus_polychopterus
Pachyramphus rufus,Pachyramphus_rufus
Pachyramphus spodiurus,Pachyramphus_spodiurus
Pachyramphus surinamus,Pachyramphus_surinamus
Pachyramphus validus,Pachyramphus_validus
Pachyramphus versicolor,Pachyramphus_versicolor
Pachyramphus viridis,Pachyramphus_viridis
Pagodroma nivea,Pagodroma_nivea
Pandion haliaetus,Pandion_haliaetus
Panyptila cayennensis,Panyptila_cayennensis
Parabuteo unicinctus,Parabuteo_unicinctus
Pardirallus maculatus,Pardirallus_maculatus
Pardirallus nigricans,Pardirallus_nigricans
Pardirallus sanguinolentus,Pardirallus_sanguinolentus
Parkerthraustes humeralis,Parkerthraustes_humeralis
Parkesia motacilla,Seiurus_motacilla
Parkesia noveboracensis,Seiurus_noveboracensis
Paroaria baeri,Paroaria_baeri
Paroaria capitata,Paroaria_capitata
Paroaria coronata,Paroaria_coronata
Paroaria dominicana,Paroaria_dominicana
Paroaria gularis,Paroaria_gularis
Paroaria nigrogenis,Paroaria_gularis
Passer domesticus,Passer_domesticus
Passerina caerulea,Passerina_caerulea
Passerina cyanea,Passerina_cyanea
Patagioenas araucana,Patagioenas_araucana
Patagioenas cayennensis,Patagioenas_cayennensis
Patagioenas corensis,Patagioenas_corensis
Patagioenas fasciata,Patagioenas_fasciata
Patagioenas goodsoni,Patagioenas_goodsoni
Patagioenas leucocephala,Patagioenas_leucocephala
Patagioenas maculosa,Patagioenas_maculosa
Patagioenas nigrirostris,Patagioenas_nigrirostris
Patagioenas oenops,Patagioenas_oenops
Patagioenas picazuro,Patagioenas_picazuro
Patagioenas plumbea,Patagioenas_plumbea
Patagioenas speciosa,Patagioenas_speciosa
Patagioenas squamosa,Patagioenas_squamosa
Patagioenas subvinacea,Patagioenas_subvinacea
Patagona gigas,Patagona_gigas
Pauxi koepckeae,Pauxi_unicornis
Pauxi pauxi,Pauxi_pauxi
Pauxi unicornis,Pauxi_unicornis
Pelagodroma marina,Pelagodroma_marina
Pelecanoides garnotii,Pelecanoides_garnotii
Pelecanoides georgicus,Pelecanoides_georgicus
Pelecanoides magellani,Pelecanoides_magellani
Pelecanoides urinatrix,Pelecanoides_urinatrix
Pelecanus occidentalis,Pelecanus_occidentalis
Pelecanus thagus,Pelecanus_thagus
Penelope albipennis,Penelope_albipennis
Penelope argyrotis,Penelope_argyrotis
Penelope barbata,Penelope_barbata
Penelope bridgesi,Penelope_obscura
Penelope dabbenei,Penelope_dabbenei
Penelope jacquacu,Penelope_jacquacu
Penelope jacucaca,Penelope_jacucaca
Penelope marail,Penelope_marail
Penelope montagnii,Penelope_montagnii
Penelope obscura,Penelope_obscura
Penelope ochrogaster,Penelope_ochrogaster
Penelope ortoni,Penelope_ortoni
Penelope perspicax,Penelope_perspicax
Penelope pileata,Penelope_pileata
Penelope purpurascens,Penelope_purpurascens
Penelope superciliaris,Penelope_superciliaris
Parabuteo leucorrhous,Buteo_leucorrhous
Percnostola arenarum,Percnostola_arenarum
Myrmoborus lophotes,Percnostola_lophotes
Percnostola rufifrons,Percnostola_rufifrons
Periporphyrus erythromelas,Periporphyrus_erythromelas
Perissocephalus tricolor,Perissocephalus_tricolor
Petrochelidon fulva,Petrochelidon_fulva
Petrochelidon pyrrhonota,Petrochelidon_pyrrhonota
Petrochelidon rufocollaris,Petrochelidon_rufocollaris
Phacellodomus dorsalis,Phacellodomus_dorsalis
Phacellodomus erythrophthalmus,Phacellodomus_erythrophthalmus
Phacellodomus ferrugineigula,Phacellodomus_erythrophthalmus
Phacellodomus maculipectus,Phacellodomus_maculipectus
Phacellodomus ruber,Phacellodomus_ruber
Phacellodomus rufifrons,Phacellodomus_rufifrons
Phacellodomus sibilatrix,Phacellodomus_sibilatrix
Phacellodomus striaticeps,Phacellodomus_striaticeps
Phacellodomus striaticollis,Phacellodomus_striaticollis
Phaenostictus mcleannani,Phaenostictus_mcleannani
Phaeochroa cuvierii,Phaeochroa_cuvierii
Phaeomyias murina,Phaeomyias_murina
Phaethon aethereus,Phaethon_aethereus
Phaethon lepturus,Phaethon_lepturus
Phaethon rubricauda,Phaethon_rubricauda
Phaethornis aethopygus,Phaethornis_longuemareus
Phaethornis anthophilus,Phaethornis_anthophilus
Phaethornis atrimentalis,Phaethornis_atrimentalis
Phaethornis augusti,Phaethornis_augusti
Phaethornis bourcieri,Phaethornis_bourcieri
Phaethornis eurynome,Phaethornis_eurynome
Phaethornis griseogularis,Phaethornis_griseogularis
Phaethornis guy,Phaethornis_guy
Phaethornis hispidus,Phaethornis_hispidus
Phaethornis idaliae,Phaethornis_idaliae
Phaethornis koepckeae,Phaethornis_koepckeae
Phaethornis longirostris,Phaethornis_longirostris
Phaethornis longuemareus,Phaethornis_longuemareus
Phaethornis malaris,Phaethornis_malaris
Phaethornis nattereri,Phaethornis_nattereri
Phaethornis philippii,Phaethornis_philippii
Phaethornis pretrei,Phaethornis_pretrei
Phaethornis ruber,Phaethornis_ruber
Phaethornis rupurumii,Phaethornis_rupurumii
Phaethornis squalidus,Phaethornis_squalidus
Phaethornis striigularis,Phaethornis_striigularis
Phaethornis stuarti,Phaethornis_stuarti
Phaethornis subochraceus,Phaethornis_subochraceus
Phaethornis superciliosus,Phaethornis_superciliosus
Phaethornis syrmatophorus,Phaethornis_syrmatophorus
Phaethornis yaruqui,Phaethornis_yaruqui
Phaetusa simplex,Phaetusa_simplex
Phalacrocorax brasilianus,Phalacrocorax_brasilianus
Phalacrocorax gaimardi,Phalacrocorax_gaimardi
Phalacrocorax harrisi,Phalacrocorax_harrisi
Phalacrocorax magellanicus,Phalacrocorax_magellanicus
Phalaropus fulicarius,Phalaropus_fulicarius
Phalaropus lobatus,Phalaropus_lobatus
Phalaropus tricolor,Steganopus_tricolor
Phalcoboenus albogularis,Phalcoboenus_albogularis
Phalcoboenus australis,Phalcoboenus_australis
Phalcoboenus carunculatus,Phalcoboenus_carunculatus
Phalcoboenus megalopterus,Phalcoboenus_megalopterus
Pharomachrus antisianus,Pharomachrus_antisianus
Pharomachrus auriceps,Pharomachrus_auriceps
Pharomachrus fulgidus,Pharomachrus_fulgidus
Pharomachrus pavoninus,Pharomachrus_pavoninus
Phasianus colchicus,Phasianus_colchicus
Phegornis mitchellii,Phegornis_mitchellii
Phelpsia inornata,Phelpsia_inornatus
Pheucticus aureoventris,Pheucticus_aureoventris
Pheucticus chrysogaster,Pheucticus_chrysogaster
Pheucticus ludovicianus,Pheucticus_ludovicianus
Pheugopedius coraya,Thryothorus_coraya
Pheugopedius eisenmanni,Thryothorus_eisenmanni
Pheugopedius euophrys,Thryothorus_euophrys
Pheugopedius fasciatoventris,Thryothorus_fasciatoventris
Pheugopedius genibarbis,Thryothorus_genibarbis
Pheugopedius mystacalis,Thryothorus_mystacalis
Pheugopedius rutilus,Thryothorus_rutilus
Pheugopedius sclateri,Thryothorus_sclateri
Pheugopedius spadix,Thryothorus_spadix
Phibalura flavirostris,Phibalura_flavirostris
Calidris pugnax,Philomachus_pugnax
Philydor atricapillus,Philydor_atricapillus
Philydor erythrocercum,Philydor_erythrocercum
Dendroma erythroptera,Philydor_erythropterum
Philydor fuscipenne,Philydor_fuscipenne
Anabacerthia lichtensteini,Philydor_lichtensteini
Philydor novaesi,Philydor_novaesi
Philydor pyrrhodes,Philydor_pyrrhodes
Anabacerthia ruficaudata,Philydor_ruficaudatum
Dendroma rufa,Philydor_rufum
Phimosus infuscatus,Phimosus_infuscatus
Phlegopsis borbae,Skutchia_borbae
Phlegopsis erythroptera,Phlegopsis_erythroptera
Phlegopsis nigromaculata,Phlegopsis_nigromaculata
Phleocryptes melanops,Phleocryptes_melanops
Phlogophilus harterti,Phlogophilus_harterti
Phlogophilus hemileucurus,Phlogophilus_hemileucurus
Phoebastria irrorata,Phoebastria_irrorata
Phoebetria fusca,Phoebetria_fusca
Phoebetria palpebrata,Phoebetria_palpebrata
Phoenicircus carnifex,Phoenicircus_carnifex
Phoenicircus nigricollis,Phoenicircus_nigricollis
Phoenicoparrus andinus,Phoenicoparrus_andinus
Phoenicoparrus jamesi,Phoenicoparrus_jamesi
Phoenicopterus chilensis,Phoenicopterus_chilensis
Phoenicopterus ruber,Phoenicopterus_ruber
Rhopospina alaudina,Phrygilus_alaudinus
Phrygilus atriceps,Phrygilus_atriceps
Rhopospina carbonaria,Phrygilus_carbonarius
Idiopsar erythronotus,Phrygilus_erythronotus
Rhopospina fruticeti,Phrygilus_fruticeti
Phrygilus gayi,Phrygilus_gayi
Phrygilus patagonicus,Phrygilus_patagonicus
Geospizopsis plebejus,Phrygilus_plebejus
Phrygilus punensis,Phrygilus_punensis
Geospizopsis unicolor,Phrygilus_unicolor
Nyctibius bracteatus,Nyctibius_bracteatus
Phyllomyias burmeisteri,Phyllomyias_burmeisteri
Phyllomyias cinereiceps,Phyllomyias_cinereiceps
Phyllomyias fasciatus,Phyllomyias_fasciatus
Phyllomyias griseiceps,Phyllomyias_griseiceps
Phyllomyias griseocapilla,Phyllomyias_griseocapilla
Phyllomyias nigrocapillus,Phyllomyias_nigrocapillus
Phyllomyias plumbeiceps,Phyllomyias_plumbeiceps
Phyllomyias reiseri,Phyllomyias_reiseri
Phyllomyias sclateri,Phyllomyias_sclateri
Phyllomyias urichi,Phyllomyias_urichi
Phyllomyias uropygialis,Phyllomyias_uropygialis
Phyllomyias virescens,Phyllomyias_virescens
Phyllomyias weedeni,Phyllomyias_weedeni
Phylloscartes beckeri,Phylloscartes_beckeri
Phylloscartes ceciliae,Phylloscartes_ceciliae
Phylloscartes chapmani,Phylloscartes_chapmani
Phylloscartes difficilis,Phylloscartes_difficilis
Phylloscartes eximius,Phylloscartes_eximius
Phylloscartes flaviventris,Phylloscartes_flaviventris
Phylloscartes gualaquizae,Phylloscartes_gualaquizae
Phylloscartes kronei,Phylloscartes_kronei
Phylloscartes lanyoni,Phylloscartes_lanyoni
Phylloscartes nigrifrons,Phylloscartes_nigrifrons
Phylloscartes ophthalmicus,Phylloscartes_ophthalmicus
Phylloscartes orbitalis,Phylloscartes_orbitalis
Phylloscartes oustaleti,Phylloscartes_oustaleti
Phylloscartes parkeri,Phylloscartes_parkeri
Phylloscartes paulista,Phylloscartes_paulista
Phylloscartes poecilotis,Phylloscartes_poecilotis
Phylloscartes roquettei,Phylloscartes_roquettei
Phylloscartes superciliaris,Phylloscartes_superciliaris
Phylloscartes sylviolus,Phylloscartes_sylviolus
Phylloscartes venezuelanus,Phylloscartes_venezuelanus
Phylloscartes ventralis,Phylloscartes_ventralis
Phylloscartes virescens,Phylloscartes_virescens
Phytotoma raimondii,Phytotoma_raimondii
Phytotoma rara,Phytotoma_rara
Phytotoma rutila,Phytotoma_rutila
Piaya cayana,Piaya_cayana
Piaya melanogaster,Piaya_melanogaster
Coccycua minuta,Coccycua_minuta
Piculus aurulentus,Piculus_aurulentus
Piculus chrysochloros,Piculus_chrysochloros
Piculus flavigula,Piculus_flavigula
Piculus leucolaemus,Piculus_leucolaemus
Piculus litae,Piculus_litae
Picumnus albosquamatus,Picumnus_albosquamatus
Picumnus aurifrons,Picumnus_aurifrons
Picumnus castelnau,Picumnus_castelnau
Picumnus cinnamomeus,Picumnus_cinnamomeus
Picumnus cirratus,Picumnus_cirratus
Picumnus dorbignyanus,Picumnus_dorbignyanus
Picumnus exilis,Picumnus_exilis
Picumnus fuscus,Picumnus_fuscus
Picumnus granadensis,Picumnus_granadensis
Picumnus lafresnayi,Picumnus_lafresnayi
Picumnus limae,Picumnus_fulvescens
Picumnus minutissimus,Picumnus_minutissimus
Picumnus nebulosus,Picumnus_nebulosus
Picumnus olivaceus,Picumnus_olivaceus
Picumnus pumilus,Picumnus_pumilus
Picumnus pygmaeus,Picumnus_pygmaeus
Picumnus rufiventris,Picumnus_rufiventris
Picumnus sclateri,Picumnus_sclateri
Picumnus spilogaster,Picumnus_spilogaster
Picumnus squamulatus,Picumnus_squamulatus
Picumnus steindachneri,Picumnus_steindachneri
Picumnus subtilis,Picumnus_subtilis
Picumnus temminckii,Picumnus_temminckii
Picumnus varzeae,Picumnus_varzeae
Piezorina cinerea,Piezorhina_cinerea
Pilherodius pileatus,Pilherodius_pileatus
Pionites leucogaster,Pionites_leucogaster
Pionites melanocephalus,Pionites_melanocephalus
Pyrilia aurantiocephala,Pyrilia_aurantiocephala
Pyrilia barrabandi,Pyrilia_barrabandi
Pyrilia caica,Pyrilia_caica
Pyrilia haematotis,Pyrilia_haematotis
Pionopsitta pileata,Pionopsitta_pileata
Pyrilia pulchra,Pyrilia_pulchra
Pyrilia pyrilia,Pyrilia_pyrilia
Pyrilia vulturina,Pyrilia_vulturina
Pionus chalcopterus,Pionus_chalcopterus
Pionus fuscus,Pionus_fuscus
Pionus maximiliani,Pionus_maximiliani
Pionus menstruus,Pionus_menstruus
Pionus sordidus,Pionus_sordidus
Pionus tumultuosus,Pionus_tumultuosus
Pipra aureola,Pipra_aureola
Ceratopipra erythrocephala,Pipra_erythrocephala
Pipra fasciicauda,Pipra_fasciicauda
Pipra filicauda,Pipra_filicauda
Pseudopipra pipra,Pipra_pipra
Pipraeidea melanonota,Pipraeidea_melanonota
Pipreola arcuata,Pipreola_arcuata
Pipreola aureopectus,Pipreola_aureopectus
Pipreola chlorolepidota,Pipreola_chlorolepidota
Pipreola formosa,Pipreola_formosa
Pipreola frontalis,Pipreola_frontalis
